"time","link","text","comments","likes","shares"
"2024-02-26T14:54:44.000Z","http://bit.ly/bilety-mnw","🏛️ MUZEALNY ROZKŁAD JAZDY 🗓️

Przed nami ostatni tydzień z wystawą Bruno Barbey. Zawsze w ruchu! To więc ostatni dzwonek, by zobaczyć prace wyjątkowego fotoreportażysty, który zdjęcia tworzył z ogromną wrażliwością – zarówno na drugiego człowieka, jak i na kolor.

Zapraszamy też na liczne wykłady (polecamy szczególnie czwartkowe ROZMOWY O ARKADII / Dystopie współczesności), oprowadzania i wydarzenia dla całych rodzin. ❤️

🎟️ Bilety będą dostępne online i w kasach stacjonarnych od wtorku, 27 lutego (godz. 10:00), bilety na wtorkowe wydarzenia już dostępne:
🔗 bit.ly/bilety-mnw

__

👉 DLA DOROSŁYCH I MŁODZIEŻY
🟩 Wtorek 27/02, godz. 13:00
WYKŁAD CZAS NA SZTUKĘ / Centralne Biuro Wystaw Artystycznych

🟩 Wtorek 27/02, godz. 18:00
KURS HISTORII SZTUKI / Od piramid do street artu / Sztuka baroku cz. II

🟩 Środa 28/02, godz. 18:00
🔴 MATURALNE SOS 🔴 / Spotkanie III. Średniowiecze

🟩 Czwartek 29/02, godz. 12:00
MUZYKOTERAPIA DLA SENIORÓW

🟩 Czwartek 29/02, godz. 18:15
ROZMOWY O ARKADII / Dystopie współczesności
🧑‍💻 Dołącz na żywo lub oglądaj online, na Facebooku MNW! 

🟩 Piątek 1/03, godz. 18:30
WIECZÓR W MUZEUM / Mroczne strony oświeceniowych sielanek

🟩 Sobota 2/03, godz. 11:00
OPROWADZANIA PO GALERIACH STAŁYCH MNW / Tajemniczy świat roślin

🟩 Niedziela 3/03, godz. 13:00
OPROWADZANIA NIEDZIELNE / „Arkadia”

__

👉 DLA DZIECI I RODZIN
🟧 Środa 28/02, godz. 15:30
SZTUKA DLA WNUKA / Portret – czyli kim jestem?

🟧 Niedziela 3/03, godz. 10:15, 12:15
RODZINNE NIEDZIELE W MNW / Stoliczku nakryj się

__

👉 KRÓLIKARNIA (Królikarnia - Oddział Muzeum Narodowego w Warszawie)

🟪 Niedziela 3/03, godz. 11:00
Rodzinne warsztaty rzeźbiarskie / Przepis na pomnik

🟪 Niedziela 3/03, godz. 13:00
OPROWADZANIA W MAGAZYNACH RZEŹBY / Magazyny Rzeźby Xawerego Dunikowskiego

__

👉 IN ENGLISH

🇬🇧 Sobota 2/03, godz. 13:00 (Saturday, March 2nd, 1 PM)
GUIDED TOURS IN ENGLISH / „Arcadia”

__

👉 NIEBORÓW I ARKADIA (Muzeum w Nieborowie i Arkadii, Oddział Muzeum Narodowego w Warszawie)
🟨 Rozpoczynamy sezon! Od 1 marca zapraszamy nie tylko do otaczającego Pałac Radziwiłłów parku, ale też do Muzeum w Nieborowie i Arkadii. Więcej informacji: 🔗 www.nieborow.art.pl

__

🎟️ Bilety:
🔗 bit.ly/bilety-mnw
🏛️ W każdy wtorek wstęp do galerii stałych MNW jest bezpłatny!

__

Bruno Barbey (1941–2020)
Irak, Kurdystan. Jezioro Dukan, 1974.
© Bruno Barbey / Magnum Photos

Zdjęcie zobaczysz na wystawie Bruno Barbey. Zawsze w ruchu – w MNW tylko do 3 marca! 📸","2","47","0"
"2024-02-26T10:45:40.000Z",,"","1","11","0"
"2024-02-26T10:09:24.000Z",,"",,"28","0"
"2024-02-26T08:31:47.000Z",,"",,"11","0"
"2024-02-26T08:09:13.000Z",,"",,"10","0"
"2024-02-26T08:05:20.000Z",,"",,"9","0"
"2024-02-26T08:01:22.000Z",,"",,"6","0"
"2024-02-24T14:40:59.000Z","https://cyfrowe.mnw.art.pl/","„Sztuka to konieczność powiedzenia w formie Piękna o potworności samotnego istnienia w nieskończonym wszechświecie”.

🎭🎭🎭

#TegoDnia w 1885 roku w Warszawie urodził się Stanisław Ignacy Witkiewicz #Witkacy – malarz, rysownik i fotografik, dramaturg i powieściopisarz, filozof, teoretyk i krytyk sztuki, wizjoner wyprzedzający swoją epokę.

W kolekcji Muzeum Narodowego w Warszawie znajduje się 116 prac Witkacego (8 obrazów olejnych, 108 prac na podłożu papierowym – głównie pastele, a także gwasze, kompozycje wykonane węglem, rysunki ołówkowe i atramentowe). Jest to jedna z największych kolekcji prac artysty i reprezentuje dzieła z wszystkich okresów jego działalności.

18 września 1939 roku nad ranem, dzień po wkroczeniu Armii Czerwonej na teren Polski, Witkacy odebrał sobie życie.

___

Stanisław Ignacy Witkiewicz (1885–1939):

1. „Autoportret”
1913
olej na płótnie

2. „Portret kobiecy”
1930
pastel na papierze

3. „Kompozycja fantastyczna”
1920
olej na płótnie

4. „Portret Stefana Szumana jako dziecka”
1932
pastel na papierze

5. „Fałsz kobiety – Autoportret z portretem Maryli Grossmanowej”
styczeń 1927
pastel na papierze

📲 Po więcej dzieł Witkacego zajrzycie do Cyfrowego MNW!
🔗 https://cyfrowe.mnw.art.pl","8","350","43"
"2024-02-24T08:56:41.000Z",,"🪔 W 2. rocznicę pełnoskalowej rosyjskiej napaści na Ukrainę jesteśmy myślami ze wszystkimi ofiarami zbrojnych konfliktów na świecie.

Plakat „Russian Bear” Pawła Jońcy powstał w ostatnich dniach lutego 2022 roku. Jego ogromna popularność sprawiła, że autor zdecydował się udostępnić grafikę do samodzielnego wydruku w zamian za wpłatę symbolicznej kwoty na rzecz pomocy Ukrainie. Całkowity dochód ze sprzedaży plakatu, który wyniósł 291 324,88 zł, został przekazany przez artystę Polskiej Akcji Humanitarnej.

Plakat Pawła Jońcy zostanie włączony do stałej ekspozycji Muzeum Plakatu w Wilanowie. Oddział Muzeum Narodowego w Warszawie, które obecnie przechodzi gruntowny remont i będzie ponownie udostępnione publiczności w 2025 roku.

___

Paweł Jońca (ur. 1968)
„Russian Bear”
2022","7","163","33"
"2024-02-23T14:03:15.000Z","http://bit.ly/bilety-mnw","📸 Fotografie stanowią cenną podporę pamięci – mogą wywoływać zarówno sentyment i nostalgię, jak i wspomnienia trudów i niepokoju. Zapewne w zdjęciach Brunona Barbeya z dawnego bloku wschodniego niektórzy rozpoznają znajome fragmenty własnej minionej rzeczywistości.

Barbey był w Polsce dwukrotnie – w latach 80. XX wieku fotografował nasz kraj przez osiem miesięcy. Pracował jako wolny strzelec, zachowywał więc niezależność w zakresie wyboru tematów i korzystał z tego, dokumentując Karnawał Solidarności. Poruszał się samochodem z przyczepą kempingową, by uniknąć inwigilacji, która dotykała gości zagranicznych meldujących się w hotelach. 

Zdjęcia oddające realia Polski i Ukrainy lat 80. ubiegłego wieku to relacja z krajów, które wkrótce miały wywalczyć niepodległość i uniezależnić się od ZSRR. Dawne postulaty wolnościowe obu państw nabierają szczególnego znaczenia w dobie toczącej się za naszą wschodnią granicą wojny. Powrót do zdjęć ukazujących wydarzenia, do których stopniowo nabieramy dystansu historycznego, pozwalają też na weryfikację stosunku do niegdysiejszych emocji i autorytetów.

❗️ To już ostatnie tygodnie wystawy Bruno Barbey. Zawsze w ruchu – w MNW tylko do 3 marca!

🎟️ Kup bilet online:
🔗 bit.ly/bilety-mnw

__

Bruno Barbey (1941–2020)
1. Polska, Kraków. Kazimierz – dawna dzielnica żydowska, 1981.
2. Polska, Zalipie. „Malowana wioska”, 1976.
3. Polska, Bodzentyn. Kolejka przed piekarnią, 1981.
4. Polska, Kraków, 1979.
5. Ukraina, Donieck. Kuchnia gospodarstwa komunalnego, 1988
6. Ukraina (ówczesny ZSRR), Jałta. Wejście do fabryki z ekspozycją przodowników pracy, 1988.
7. Mołdawia (ówczesny ZSRR), Ghetlovo. Praca w gospodarstwie, 1988.
8. Polska. Romska rodzina w Dębnie, 1981.
9. Polska, Kalwaria Zebrzydowska. Nowożeńcy podczas święta Wniebowzięcia Najświętszej Marii Panny, 1981.
10. Polska, Łowicz. Procesja i mężczyzna z krzyżem z wypalonymi napisami „Solidarność” oraz „Niezależność”, 1981.
© Bruno Barbey / Magnum Photos","6","174","21"
"2024-02-22T17:11:05.000Z",,"Zapraszamy na spotkanie towarzyszące wystawie „Arkadia”.
Mit arkadyjski towarzyszy naszej cywilizacji od ponad dwóch tysięcy lat. W niemal każdej wizji tego miejsca podkreślany jest silny związek człowieka z przyrodą. Radykalna eksploatacja zasobów naszej planety w epoce tzw. antropocenu doprowadziła do katastrofy klimatycznej. Odzyskanie kontaktu z naturą stało się jedną z podstawowych potrzeb we współczesnym świecie. O tworzeniu artystycznych komun propagujących ideał naturalnego życia wspólnotowego, zaangażowanych artystach–aktywistach i nieantropocentrycznym spojrzeniu na otaczający nas świat będą rozmawiać kuratorzy wystawy dr hab. Agnieszka Rosales Rodríguez i prof. Antoni Ziemba oraz dr Magdalena Budziszewska.","22","42","6"
"2024-02-22T10:17:02.000Z","http://bit.ly/aukcjakolekcjonerska","🧑‍⚖️🖼️ Już w poniedziałek 26 lutego o godz. 19.00 w siedzibie DESA Unicum odbędzie się aukcja sztuki „Kolekcjonerzy i kolekcjonerki dla Muzeum” organizowana przez Stowarzyszenie Przyjaciele Muzeum Narodowego w Warszawie!
 
To wyjątkowa sytuacja, kiedy kolekcjonerzy decydują się przekazać na aukcję dzieła dla nich ważne – takie, które odpowiadają ich artystycznym zainteresowaniom, i z którymi często są związani emocjonalnie.
 
Dzięki zaangażowaniu i życzliwości kolekcjonerek i kolekcjonerów do licytacji udało się pozyskać aż 16 wyjątkowych dzieł sztuki – od klasyków, takich jak Tadeusz Dominik, po najgorętsze nazwiska młodego pokolenia, m.in. prace Janka Simona i Martyny Czech. Są to unikatowe obiekty, które w inny sposób nigdy nie pojawiłyby się na rynku, a za każdym z nich stoi inna historia i motywacja. 
 
Całkowity dochód z aukcji zostanie przeznaczony na sfinansowanie projektu #AutoportretyXXI – zbioru autoportretów czołowych współczesnych twórców i twórczyń, który stanie się częścią kolekcji Muzeum Narodowego w Warszawie.
 
Wszystkie dzieła sztuki przekazane na aukcję możecie obejrzeć w siedzibie DESA Unicum przy ul. Pięknej 1A w Warszawie.

 Weź udział w aukcji i wspieraj rozwój MNW!
📕 Zobacz katalog i zarejestruj się:
 🔗 bit.ly/aukcjakolekcjonerska

Partnerzy aukcji: DESA Unicum, Artinfo.pl","1","62","1"
"2024-02-21T06:40:01.000Z","http://bit.ly/bilety-mnw","🪴 Położony w podkrakowskim Siedlcu „Dziwny ogród”, oniryczny dworek ze stawem we wsi Wielgie, a może rajski sad w podparyskiej miejscowości Louveciennes? Który ogród wybralibyście na swoją własną Arkadię?

Mit arkadyjski towarzyszy naszej cywilizacji od ponad dwóch tysięcy lat i do dziś jest chętnie podejmowany przez twórców i twórczynie. Niektórzy przedstawiali sceny arkadyjskie zaczerpnięte z mitologii, inni – idylliczne pejzaże, a jeszcze inni – wizje rodzimej sielanki. W przypadku tych ostatnich artyści często uwieczniali swoje własne arkadie, jakimi były ich prywatne ogrody. Przedstawiane jako miejsca, do których nie mają wstępu troski, smutek i niszczący wszystko czas, ogrody były odzwierciedleniem rodzinnego szczęścia.

Współczesne interpretacje mitu Arkadii łączą się z tematem relacji człowieka z naturą i często podejmują wątki ekologiczne. Radykalna eksploatacja zasobów naszej planety w epoce tzw. antropocenu doprowadziła do katastrofy klimatycznej, a odzyskanie kontaktu z naturą stało się jedną z naszych podstawowych potrzeb. O tworzeniu artystycznych komun propagujących ideał naturalnego życia wspólnotowego, zaangażowanych artystach–aktywistach i nieantropocentrycznym spojrzeniu na otaczający nas świat porozmawiamy już jutro wieczorem razem z kuratorami wystawy oraz dr Magdaleną Budziszewską!

🌍 ROZMOWY O ARKADII / Ziemia – arkadia utracona i odzyskiwana
🕰️ 22 lutego 2024 (czwartek), godz. 18.15
📍 Hol Główny MNW
🎟️ Bezpłatne wejściówki: bit.ly/bilety-mnw

Spotkanie będzie transmitowane na żywo na naszym Facebooku.

___

1. Józef Mehoffer (1869–1946)
„Dziwny ogród”
1903
olej na płótnie

2. Władysław Podkowiński (1866–1895)
„Dzieci w ogrodzie”
1892
olej na płótnie

3. Henryk Siemiradzki (1843–1902)
„Domek z ogródkiem z malwami”
ok. 1880–1890
olej na płótnie

4. Leon Kamir-Kaufmann (1872–1933)
„Ogród w Louveciennes”
1927
olej na płótnie

5. Jacek Malczewski (1854–1929)
„Dzieciństwo. Jacek nad stawem w Wielgiem”, z cyklu „Moje życie”
1919
olej na płótnie

___

⛲️ ARKADIA ⛲️
do 17 marca 2024

🎟️ Kup bilet online:
🔗 bit.ly/bilety-mnw

Do zobaczenia w MNW! 👋","18","370","46"
"2024-02-20T16:02:28.000Z",,"🧑‍🎨 Choć Sara Lipska była ceniona w najważniejszych paryskich kręgach artystycznych, nigdy nie zaznała wielkiej sławy, a ogrom jej osiągnięć popadł w niepamięć szerokiej publiczności. Z jakimi wyzwaniami wiązała się praca nad prekursorską monografią artystki? Zapraszamy na Spotkanie wokół książki „Sara Lipska. Artystka wszechstronna"" i rozmowę z autorką – dr Ewą Ziembińską! 📘
 
Sara Lipska (1882–1973) to fascynująca osobowość artystyczna. Była jedną z pierwszych kobiet studiujących w warszawskiej Szkole Sztuk Pięknych. Poszukiwała form wyrazu w rozmaitych dziedzinach sztuki – rzeźbie, malarstwie, projektowaniu wnętrz mieszkalnych i sklepowych, kostiumów, dekoracji teatralnych i afiszów reklamowych. Współpracowała z takimi sławami, jak Helena Rubinstein, Siergiejem Diagilewem i Antoine de Paris (Antoni Cierplikowski).

📝 Szczegółowej rekonstrukcji historii życia i osiągnięć artystki z nierzadko zapomnianych, zaginionych i rozproszonych źródeł dokonała dr Ewa Ziembińska – znawczyni twórczości artystycznej kobiet w XX wieku i kuratorka Muzeum Rzeźby im. Xawerego Dunikowskiego. Z autorką rozmawiać będzie Marta Perchuć-Burzyńska.

__

📘 Spotkanie wokół książki „Sara Lipska. Artystka wszechstronna""
🗓️ Środa 21/02, godz. 18:00
📍 Muzeum Rzeźby im. Xawerego Dunikowskiego / Królikarnia - Oddział Muzeum Narodowego w Warszawie
🎟️ Wstęp wolny

📖 Książka wydana została w koedycji Instytut Polonika i Muzeum Narodowego w Warszawie.

🏛️ Przypominamy, że Muzeum Rzeźby jest obecnie nieczynne dla zwiedzających – Pałac dostępny jest podczas wydarzeń specjalnych i oprowadzań po magazynach studyjnych (najbliższe już 25 lutego!)","7","87","8"
"2024-02-20T10:50:29.000Z","http://bit.ly/bilety-mnw","🎓 Drogie Maturzystki i Maturzyści! Planujecie zdawać egzamin dojrzałości z historii sztuki, a nie macie pewności, jaka jest różnica między tryptykiem a poliptykiem? Spokojnie, z pomocą przybywa Wam 🔴 MATURALNE SOS 🔴!

Jak co roku przygotowaliśmy dla Was cykl spotkań online, które pomogą Wam usystematyzować wiedzę o epokach, stylach i zabytkach, a także terminologii i analizie dzieł sztuki. Nasz kurs uwzględnia prawdziwe zadania z arkuszy maturalnych, tak aby jak najefektywniej wyposażyć Was w umiejętność rozwiązywania egzaminu dojrzałości.

🏺 Już jutro (w środę) o godz. 18.00 zapraszamy na spotkanie poświęcone sztuce i architekturze antyku. W ramach webinaru omówimy m.in. wedle jakich zasad przedstawiano postać ludzką w Egipcie, w jakim porządku architektonicznym wzniesiono Partenon (a w jakim Erechtejon?) oraz jakie są najważniejsze cechy sztuki starożytnej Grecji i starożytnego Rzymu.
 
🎟️ Bilety:
🔗 bit.ly/bilety-mnw

📚 Harmonogram spotkań z cyklu „Maturalne SOS”:
🔗 bit.ly/maturalne-sos

___

Siemiradzki (fl. ca 1930)
„Kobieta czytająca książkę”
1936
olej na płótnie","3","49","4"
"2024-02-20T08:38:26.000Z",,"",,"31","0"
"2024-02-19T19:34:54.000Z","https://instagram.com/potuptane","📸 Poznajcie zwycięzców konkursu fotograficznego inspirowanego wystawą Bruno Barbey. Zawsze w ruchu! 🥇

Jury stanęło przed nie lada wyzwaniem – do instagramowego konkursu, którego zadaniem była interpretacja hasła „Zawsze w ruchu”, zgłoszono ponad 70 wspaniałych prac. Zaowocowało to długimi i intensywnymi obradami. Prace imponowały różnorodną interpretacją tematu oraz wysoką jakością, przez co wybór jury był niesamowicie trudny i zajmujący!

🏆 Spośród wszystkich zgłoszeń wyłoniona została trójka laureatów i laureatek: 
⭐️ @potuptane (https://instagram.com/potuptane)
⭐️ @kulo.ryba (https://instagram.com/kulo.ryba)
⭐️ @fotografieulicy(https://instagram.com/fotografieulicy)

🥈 Wyjątkowo, ze względu na bardzo wysoki poziom zgłoszeń, Jury postanowiło dodatkowo wyróżnić oraz nagrodzić trzy dodatkowe prace! Ich autorami i autorkami są:
✨ @okiem_krysi (https://instagram.com/okiem_krysi)
✨ @chwila_wieczna (https://instagram.com/chwila_wieczna)
✨ @leom_______ (https://instagram.com/leom_______)

Zwycięzcom oraz zwyciężczyniom serdecznie gratulujemy i życzymy owocnych fotograficznych podróży! 👏

Pozostałym uczestnikom oraz uczestniczkom dziękujemy za zaangażowanie i podzielenie się swoją interpretacją konkursowego hasła. Niezmiernie ucieszyło nas Wasze zaangażowanie! ❤️

__

📸 Zapraszamy na wystawę Bruno Barbey. Zawsze w ruchu w MNW! 
🗓️ Do 3 marca
🎟️ Kup bilet w Muzeum lub online:
🔗 bit.ly/bilety-mnw","2","72","1"
"2024-02-19T13:32:42.000Z","http://bit.ly/bilety-mnw","🏛️ MUZEALNY ROZKŁAD JAZDY 🗓️

Czeka nas tydzień ciekawych spotkań w MNW! W Królikarni porozmawiamy o zapomnianej artystce Sarze Lipskiej (Spotkanie wokół książki „Sara Lipska. Artystka wszechstronna""), a w głównym gmachu naszego Muzeum poruszymy temat relacji człowieka i natury w kontekście zarówno antycznego mitu arkadii, jak i współczesnej katastrofy klimatycznej (ROZMOWY O ARKADII / Ziemia – arkadia utracona i odzyskiwana). Poza tym zapraszamy na liczne oprowadzania, warsztaty i wykłady!

🎟️ Bilety będą dostępne online i w kasach stacjonarnych od wtorku, 20 lutego (godz. 10:00), bilety na wtorkowe wydarzenia już dostępne:
🔗 bit.ly/bilety-mnw

__

👉 DLA DOROSŁYCH I MŁODZIEŻY
🟩 Wtorek 20/02, godz. 13:00
WYKŁAD. CZAS NA SZTUKĘ! / Pędzel natury – fotografia XIX wieku

🟩 Wtorek 20/02, godz. 18:00
KURS HISTORII SZTUKI / Od piramid do street artu / Sztuka baroku cz. I

🟩 Środa 21/02, godz. 18:00
🔴 MATURALNE SOS 🔴 / Spotkanie II. Starożytność

🟩 Czwartek 22/02, godz. 18:15
ROZMOWY O ARKADII / Ziemia – arkadia utracona i odzyskiwana
🧑‍💻 Dołącz na żywo lub oglądaj online, na Facebooku MNW! 

🟩 Piątek 23/02, godz. 18:30
WIECZÓR W MUZEUM / Queerowe arkadie: historia, mit, fantazmat

🟩 Sobota 24/02, godz. 11:00
OPROWADZANIA PO GALERIACH STAŁYCH MNW / Świt cywilizacji – wyprawa do Egiptu i Mezopotamii

🟩 Niedziela 25/02, godz. 11:00
OPROWADZANIA NIEDZIELNE / „BARBEY”

🟩 Niedziela 25/02, godz. 13:00
OPROWADZANIA NIEDZIELNE / „Arkadia”

__

👉 DLA DZIECI
🟧 Wtorek 20/02, godz. 10:30, 12:00
PIERWSZE KROKI W MUZEUM / Smakowite obrazy

🟧 Piątek 23/02, godz. 11:00
MAMA, TATA W MUZEUM / Bruno Barbey – fotograf zaangażowany

Niedziela 25/02, godz. 10:15, 12:15
RODZINNE NIEDZIELE W MNW / Świat zza obiektywu Bruno Barbeya

__

👉 KRÓLIKARNIA
🟪 Środa 21/02, godz. 18:00
Spotkanie wokół książki „Sara Lipska. Artystka wszechstronna""

🟪 Niedziela 25/02, godz. 11:00, 13:00
OPROWADZANIA W MAGAZYNACH RZEŹBY / Magazyny Rzeźby Xawerego Dunikowskiego

__

👉 MUZEUM DOSTĘPNE
🟦 Sobota 24/02, godz. 10:30
NA SPOKOJNIE ⚜️ Wielka historia [oprowadzanie dla osób dorosłych w spektrum autyzmu]

🤫 W drugą i trzecią środę miesiąca (14, 21 lutego) od godz. 16:00 do 18:00 w MNW obowiązują ciche godziny. 
🔗 Więcej informacji: https://bit.ly/cichemnw

__

👉 PO UKRAIŃSKU
🇺🇦 Czwartek 22/02, godz. 16:00
Poznajmy (się) z Muzeum / Пізнаймо (себе) в Музеї «БРУНО БАРБЕ. ЗАВЖДИ В РУСІ»

__

🎟️ Bilety:
🔗 bit.ly/bilety-mnw
🏛️ W każdy wtorek wstęp do galerii stałych MNW jest bezpłatny!

__

Zygmunt Waliszewski (1897-1936)
„Wyspa miłości”
1935
Muzeum Narodowe w Warszawie

Obraz zobaczysz na wystawie ARKADIA – w MNW do 17 marca! 🌿","6","84","5"
"2024-02-19T10:40:26.000Z",,"","21","86","0"
"2024-02-19T10:36:36.000Z",,"","1","3","0"
"2024-02-19T08:18:43.000Z",,"","1","23","0"
"2024-02-19T08:02:41.000Z",,"",,"7","0"
"2024-02-17T10:35:08.000Z",,"🐾 Dzień dobry w #DzieńKota!

Poznajcie nasze ulubione mruczki z kolekcji Muzeum Narodowego w Warszawie 🐈

Czy odnajdujecie wśród nich swojego Pupila? 😃

___

1. Konrad Krzyżanowski (1872–1922)
„Portret Michaliny Krzyżanowskiej, żony artysty”
1915
olej na płótnie

2. Maria Koźniewska (1875–1968)
„Portret Józefa Jankowskiego”
przed 1939
olej na płótnie

3. Utagawa Kuniyoshi (1798–1861)
Aktor Ichimura Uzaemon XII jako Ôe Inabanosuke, z tryptyku „Historia powstania Kociego Kamienia w Okabe, reprezentującego jedną z pięćdziesięciu trzech stacji na gościńcu Tôkaidô”
1847
drzeworyt barwny (nishiki-e), tusz, farba wodna

4. Wiktoria Goryńska (1902–1945)
„Kot na gałęzi”
1927
drzeworyt na papierze

5. Albrecht Dürer (1471–1528)
„Adam i Ewa”
1504
miedzioryt na papierze

6. Ferdynand Ruszczyc (1870–1936)
„Kot w butach”
1912
pastel i ołówek na papierze

7. Jean-Baptiste Le Prince (1734–1781) (przypisywany)
„Rozmowa”, scenka rodzajowa en grisaille (miniatura)
ok. 1770
gwasz, ołówek i akwarela na papierze

8. Aniela Pająkówna (1864–1912)
„Portret kobiety z kotem”
1898
olej na płótnie

9. Leon Chwistek (1884–1944)
„Bawiące się koty”
Lata 30. XX w.
pióro i tusz na papierze

10. Tytus Czyżewski (1880–1945)
„Akt z kotem”
1920
olej na płótnie

11. Wacław Piotrowski (1887–1967) 
„Glinka”
1936
olej i tempera na płótnie

12. Stanisław Ignacy Witkiewicz (1885–1939)
„Fałsz kobiety – Autoportret z portretem Maryli Grossmanowej”
styczeń 1927
pastel na papierze

13. Stasys Eidrigevicius (ur. 1949)
Ekslibris Wiesławy Wierzchowskiej
1976
akwatinta i akwaforta na papierze","6","193","25"
"2024-02-16T10:07:08.000Z","https://bit.ly/bilety-mnw","🎨 Bruno Barbey garściami czerpał z potęgi koloru!

Okres studiów i początków kariery fotograficznej Barbeya przypadły na lata 60. XX wieku – były to czasy, w których fotoreportaż realizowano niemal wyłącznie w czarno-białej estetyce.

Innowacyjność twórcy polegała na odrzuceniu monochromatyzmu. W 1966 roku zaczął korzystać z filmu Kodachrome II, dzięki któremu zdjęcia miały głębokie, nasycone kolory – umożliwiało to uzyskanie charakterystycznych dla jego stylu intensywnych kontrastów barwnych. Drobne szczegóły i detale, które umknęłyby w czarno-białych odbitkach, u Barbeya niemal wibrują i migoczą ✨ 

Przy pracy nie skupiał się wyłącznie na rejestrowaniu szybko przemijającej spektakularności wydarzeń, ale na ponadczasowej jakości plastycznej obrazu. Inspiracją była twórczość Henriego Matisse’a czy dawnych mistrzów malarstwa. Nieprzypadkowo zdjęcie demonstracji w Tokio wykazuje zbieżność kompozycyjną z obrazem „Bitwa pod San Romano” Paola Uccella z XV wieku! 

Więcej o kolorze w twórczości Barbeya przeczytasz w katalogu wystawy Bruno Barbey. Zawsze w ruchu, w eseju kuratorki Weroniki Kobylińskiej 📓

__

Bruno Barbey (1941–2020)
1. Japonia, Tokio. Demonstracja przeciwko wojnie w Wietnamie, 1971.
2. Nigeria, Lagos. Dom Feli Kutiego – popularnego nigeryjskiego piosenkarza i aktywisty, 1977.
3. Kuwejt, Burkan. Płonące pola naftowe, 1991.
4. Brazylia, Cabeceiras, 2008.
© Bruno Barbey / Magnum Photos

📸 Bruno Barbey. Zawsze w ruchu 
🗓️ Do 3 marca
🎟️ Bilety dostępne w Muzeum i online: https://bit.ly/bilety-mnw","15","153","11"
"2024-02-15T18:36:30.000Z",,"🌿 Zapraszamy na ROZMOWY O ARKADII / Queerowe arkadie!

Mityczna Arkadia to przestrzeń wolnej miłości i swobodnego wyrażania siebie. W kulturze europejskiej, szczególnie XIX–XXI wieku, mit ten sprawił, że metaforyczna arkadia stała się dla osób nienormatywnych symbolem utopijnego miejsca, pozbawionego dyskryminujących norm społecznych.

🗣️ O działaniach artystów podejmujących temat queerowych interpretacji mitu arkadii, kuratorzy wystawy – dr hab. Agnieszka Rosales Rodríguez i prof. Antoni Ziemba – porozmawiają z Anną Łazar i prof. Moniką Rudaś-Grodzką. Moderatorem spotkania jest Paweł Bień.

Wydarzenie towarzyszy wystawie ARKADIA – w MNW do 17 marca! ⛲️","1","18","1"
"2024-02-18T12:58:36.000Z","http://bit.ly/bilety-mnw","🖼️ NOWE OBIEKTY NA WYSTAWIE ARKADIA 🌿

Czy wiesz, że niektóre obiekty muzealne nie mogą być jednorazowo eksponowane dłużej, niż kilka, kilkanaście tygodni? Szczególnie dotyczy to prac na delikatnym, wrażliwym na światło podłożu papierowym – rycin, rysunków, prac fotograficznych. Dlatego, niczym ciągle zmieniający się ogród, nasza „Arkadia” przeszła ostatnio pewną metamorfozę! ✨

1️⃣ Polecamy uwadze wykonany subtelną kreską „Koncert wiejski” inspirowany słynnym obrazem Tycjana, którego treść nadal stanowi wyzwanie dla badaczy sztuki weneckiego mistrza. W prezentowanym na naszej wystawie rysunku z ok. 1554 roku dwie muzykujące postaci ukazane na łonie natury, w arkadyjskiej krainie, stanowią zapewne odniesienie do idei harmonii – zarówno muzyki, jak i wszechświata. 

2️⃣ Kolejną zmianę dostrzegą tylko bardzo uważni widzowie, bo dotyczy ona bodajże najmniejszych dzieł na wystawie: w drugiej odsłonie „Arkadii” eksponujemy dwa maleńkie miedzioryty Sebalda Behama (1500–1550). Tego typu dzieła cieszyły się popularnością wśród niemieckich humanistów XVI wieku: miniaturowa forma skłaniała do uważnego studiowania szczegółów, a temat (wywodzące się z mitologii greckiej dzikie bóstwa leśne kojarzone z seksualnością) ekscytował.

3️⃣ Z kolei „nowymi” fotografiami zapraszamy m.in. do arkadyjskiego świata „Pana Tadeusza” i „Nad Niemnem”. Wyjątkową urodą przyciągają widoki jeziora Świteź i Pola Litewki z „Albumu pamiątkowych widoków nowogródzkiego i słuckiego powiatu” autorstwa braci Borettich. Intrygują fotografie z kolekcji Elizy Orzeszkowej, które przedstawiają mieszkańców wsi Samostrzelniki. Przyciąga artyzm pejzaży słynnego parku Zofiówka w Humaniu, dóbr Końskie rodziny Tarnowskich fotografowanych przez Józefa Grodzickiego z Radomia i bezkresnych widoków podolskich wiosek. 

Serdecznie zapraszamy!

___

1. Widok wystawy ARKADIA w Muzeum Narodowym w Warszawie 
Fot. Bartosz Bajerski / MNW

2. Sebald Beham (1500–1550)
„Satyrzyca z bukłakiem”,
XVI w.

3. Fotograf nieznany
Zofiówka. Park Zofii Potockiej w Humaniu
ok. 1900

4. Nieznany artysta według Tycjana (między 1488 a 1490–1576), 
„Koncert wiejski”
ok. 1554

5. Jan Sadowski
Grupa szlachty i chłopów i dwie panienki dworskie, fotografia z kolekcji pisarki Elizy Orzeszkowej
1880–1885

Obiekty pochodzą z kolekcji Muzeum Narodowego w Warszawie.

___

⛲️ ARKADIA ⛲️
do 17 marca 2024

🎟️ Kup bilet online:
🔗 bit.ly/bilety-mnw

Do zobaczenia w MNW! 👋","1","78","1"
