"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","###M475432996817978613###"
Item,Frequency,DOCF,Relative DOCF
"maskować",0,0,0.00000
"filipin",0,0,0.00000
"sudzgrsrgreqlh",0,0,0.00000
"sudzhm",0,0,0.00000
"masowo",0,0,0.00000
"sue",0,0,0.00000
"sufler",0,0,0.00000
"masowość",0,0,0.00000
"filipkowski",0,0,0.00000
"collegium",0,0,0.00000
"sufragan",0,0,0.00000
"sugerować",0,0,0.00000
"masowy",0,0,0.00000
"sugestia",0,0,0.00000
"sugihara",0,0,0.00000
"mass",0,0,0.00000
"filipowski",0,0,0.00000
"suh",0,0,0.00000
"sujkowska-sobisz",0,0,0.00000
"mastelerz",0,0,0.00000
"sukcesami5",0,0,0.00000
"master",0,0,0.00000
"filipski",0,0,0.00000
"collège",0,0,0.00000
"beauvois",0,0,0.00000
"archives",0,0,0.00000
"alfred",0,0,0.00000
"sukcesor",0,0,0.00000
"sukcesja",0,0,0.00000
"sukcesywny",0,0,0.00000
"maszyna",0,0,0.00000
"master1305",0,0,0.00000
"sukienka",0,0,0.00000
"sularz",0,0,0.00000
"maszynopis",0,0,0.00000
"sulejówek",0,0,0.00000
"sulejówka",0,0,0.00000
"maszynopisowy",0,0,0.00000
"filmoteka",0,0,0.00000
"com",0,0,0.00000
"suma",0,0,0.00000
"sumariusz",0,0,0.00000
"maszynowo",0,0,0.00000
"sumarycznie",0,0,0.00000
"sumaryczny",0,0,0.00000
"maszynowy",0,0,0.00000
"filmować",0,0,0.00000
"sumienny",0,0,0.00000
"sumińska",0,0,0.00000
"masław",0,0,0.00000
"sumiński",0,0,0.00000
"sumińskiego",0,0,0.00000
"masło",0,0,0.00000
"filmowej5",0,0,0.00000
"com.pl",0,0,0.00000
"bebak",0,0,0.00000
"summarises",0,0,0.00000
"summary",0,0,0.00000
"masłomiącej",0,0,0.00000
"summoning",0,0,0.00000
"sumować",0,0,0.00000
"masłowski",0,0,0.00000
"filmowiec",0,0,0.00000
"superkomputerowo-sieciowe",0,0,0.00000
"superintendenturę",0,0,0.00000
"super",0,0,0.00000
"com_content",0,0,0.00000
"supersam",0,0,0.00000
"supeł",0,0,0.00000
"matczuk",0,0,0.00000
"supozycja",0,0,0.00000
"supplemented",0,0,0.00000
"mate",0,0,0.00000
"filmoznawca",0,0,0.00000
"supports",0,0,0.00000
"supritendentury",0,0,0.00000
"matelski",0,0,0.00000
"supruniuk",0,0,0.00000
"sura",0,0,0.00000
"matematyk",0,0,0.00000
"filmoznawstwo",0,0,0.00000
"combine",0,0,0.00000
"beczeć",0,0,0.00000
"archives24",0,0,0.00000
"surdacki",0,0,0.00000
"sureohpdw",0,0,0.00000
"matematyka",0,0,0.00000
"surmhnw",0,0,0.00000
"surmhnwx",0,0,0.00000
"mater",0,0,0.00000
"filmy",0,0,0.00000
"surowy",0,0,0.00000
"survival",0,0,0.00000
"materia",0,0,0.00000
"survivor-centered",0,0,0.00000
"survivors",0,0,0.00000
"materializacja",0,0,0.00000
"filmów36",0,0,0.00000
"combining",0,0,0.00000
"sussort",0,0,0.00000
"surzdg",0,0,0.00000
"sustainability",0,0,0.00000
"sustainable",0,0,0.00000
"materials",0,0,0.00000
"filmówka",0,0,0.00000
"sustaining",0,0,0.00000
"susuł",0,0,0.00000
"materialstowarzyszenia",0,0,0.00000
"suszyński",0,0,0.00000
"susza",0,0,0.00000
"filolog",0,0,0.00000
"commanet",0,0,0.00000
"beda",0,0,0.00000
"suwalski",0,0,0.00000
"suwalszczyzna",0,0,0.00000
"materiałami",0,0,0.00000
"suwałki",0,0,0.00000
"suweren",0,0,0.00000
"materiałom",0,0,0.00000
"filologia",0,0,0.00000
"suwerenne",0,0,0.00000
"suwerenny",0,0,0.00000
"materiałowy",0,0,0.00000
"suwnicowa",0,0,0.00000
"sułkowice",0,0,0.00000
"materiałów",0,0,0.00000
"filologiczny",0,0,0.00000
"comment",0,0,0.00000
"svå",0,0,0.00000
"sw",0,0,0.00000
"materiałów137",0,0,0.00000
"sweter",0,0,0.00000
"sweterek",0,0,0.00000
"materiałów36",0,0,0.00000
"filozof",0,0,0.00000
"swo",0,0,0.00000
"swoboda",0,0,0.00000
"swobodnie",0,0,0.00000
"mateusz",0,0,0.00000
"materów",0,0,0.00000
"commission",0,0,0.00000
"bednarczyk",0,0,0.00000
"archivestaskforce",0,0,0.00000
"algieria",0,0,0.00000
"agata",0,0,0.00000
"swobodny",0,0,0.00000
"swoisty",0,0,0.00000
"matka",0,0,0.00000
"swot",0,0,0.00000
"matryca",0,0,0.00000
"filozoficzny",0,0,0.00000
"swrqlpyz",0,0,0.00000
"maturalny",0,0,0.00000
"swł",0,0,0.00000
"sxghâ",0,0,0.00000
"maturzysta",0,0,0.00000
"filter",0,0,0.00000
"commissioned",0,0,0.00000
"syberia",0,0,0.00000
"sxgâd",0,0,0.00000
"sybirak",0,0,0.00000
"sybiraków10",0,0,0.00000
"matwiejczuk",0,0,0.00000
"matuszewski",0,0,0.00000
"sygn.",0,0,0.00000
"sygnalizować",0,0,0.00000
"matwinem",0,0,0.00000
"sygnatariusz",0,0,0.00000
"sygnatura",0,0,0.00000
"matycznej",0,0,0.00000
"filtrować",0,0,0.00000
"committee",0,0,0.00000
"bednarowska",0,0,0.00000
"sygnatura-37",0,0,0.00000
"sygnatura-97",0,0,0.00000
"maurice",0,0,0.00000
"sygnał",0,0,0.00000
"sygnowania",0,0,0.00000
"mauthausen",0,0,0.00000
"filu",0,0,0.00000
"sygnować",0,0,0.00000
"syjonistyczny",0,0,0.00000
"max",0,0,0.00000
"sylwester",0,0,0.00000
"sylwetka",0,0,0.00000
"maxqda",0,0,0.00000
"final_rev_07_51",0,0,0.00000
"common",0,0,0.00000
"symbolic",0,0,0.00000
"symbol",0,0,0.00000
"symboliczny",0,0,0.00000
"may_07_rev",0,0,0.00000
"may",0,0,0.00000
"symetryzmu",0,0,0.00000
"sympatia",0,0,0.00000
"maziarski",0,0,0.00000
"sympatyczny",0,0,0.00000
"sympatyk",0,0,0.00000
"mazoobiektów",0,0,0.00000
"finalny",0,0,0.00000
"commons",0,0,0.00000
"bednarska",0,0,0.00000
"archivi",0,0,0.00000
"sympatyzować",0,0,0.00000
"symposia",0,0,0.00000
"mazowiecka",0,0,0.00000
"sympozjum",0,0,0.00000
"symptom",0,0,0.00000
"mazowiecki",0,0,0.00000
"finanse",0,0,0.00000
"mazowsze",0,0,0.00000
"synchronizacja",0,0,0.00000
"mazur",0,0,0.00000
"finansowanie",0,0,0.00000
"commonwealth",0,0,0.00000
"syndykalista",0,0,0.00000
"synergia",0,0,0.00000
"mazurek",0,0,0.00000
"synod",0,0,0.00000
"synonim",0,0,0.00000
"mazurkiewicz",0,0,0.00000
"finansować",0,0,0.00000
"syntetycznie",0,0,0.00000
"syntetyczny",0,0,0.00000
"mazurski",0,0,0.00000
"syntetyzować",0,0,0.00000
"synteza",0,0,0.00000
"mazury",0,0,0.00000
"finansowo",0,0,0.00000
"communication",0,0,0.00000
"bedziemy",0,0,0.00000
"synthesis",0,0,0.00000
"sypialnia",0,0,0.00000
"małe",0,0,0.00000
"syrenka",0,0,0.00000
"syrena",0,0,0.00000
"finansowo-koordynacyjnym",0,0,0.00000
"systematycznie",0,0,0.00000
"małgosia",0,0,0.00000
"systematyczny",0,0,0.00000
"systematyczność",0,0,0.00000
"finansowo-osobowymi",0,0,0.00000
"communist",0,0,0.00000
"systematyzować",0,0,0.00000
"systematyzacja",0,0,0.00000
"systemowo",0,0,0.00000
"systemie",0,0,0.00000
"finansowy",0,0,0.00000
"systems",0,0,0.00000
"systemowy",0,0,0.00000
"sytu",0,0,0.00000
"syta",0,0,0.00000
"finał",0,0,0.00000
"communities",0,0,0.00000
"belgijski",0,0,0.00000
"archiving",0,0,0.00000
"algorytm",0,0,0.00000
"sytuacje146",0,0,0.00000
"sytuacji149",0,0,0.00000
"sytuacyjny",0,0,0.00000
"małżeństwo",0,0,0.00000
"małżeński",0,0,0.00000
"sz.",0,0,0.00000
"małżonek",0,0,0.00000
"szabasowy",0,0,0.00000
"szabat",0,0,0.00000
"małżowina",0,0,0.00000
"fio",0,0,0.00000
"community",0,0,0.00000
"szablon",0,0,0.00000
"szablowski",0,0,0.00000
"mb",0,0,0.00000
"szachowy",0,0,0.00000
"szachy",0,0,0.00000
"mbp",0,0,0.00000
"firefox",0,0,0.00000
"szacka",0,0,0.00000
"szacować",0,0,0.00000
"mckemmish",0,0,0.00000
"szacunek",0,0,0.00000
"szacunkowo",0,0,0.00000
"mdflyâ",0,0,0.00000
"firma",0,0,0.00000
"community-archives",0,0,0.00000
"believe",0,0,0.00000
"szadkowskiego",0,0,0.00000
"szadury",0,0,0.00000
"mdm",0,0,0.00000
"szafa",0,0,0.00000
"szafka",0,0,0.00000
"mdnrv",0,0,0.00000
"firmować",0,0,0.00000
"szal",0,0,0.00000
"szala",0,0,0.00000
"mdp",0,0,0.00000
"szalenie",0,0,0.00000
"szalik",0,0,0.00000
"mdzlvnlhp",0,0,0.00000
"firmowy",0,0,0.00000
"community-generating",0,0,0.00000
"tomkowicz",0,0,0.00000
"ton",0,0,0.00000
"tony",0,0,0.00000
"tonąca",0,0,0.00000
"tools",0,0,0.00000
"topografia",0,0,0.00000
"topografie",0,0,0.00000
"topografie136",0,0,0.00000
"topolski",0,0,0.00000
"topos",0,0,0.00000
"topowy",0,0,0.00000
"tor",0,0,0.00000
"torebka",0,0,0.00000
"szanować",0,0,0.00000
"torować",0,0,0.00000
"torowisko",0,0,0.00000
"tort",0,0,0.00000
"torunianka",0,0,0.00000
"toruniu44",0,0,0.00000
"toruniu7",0,0,0.00000
"toruń",0,0,0.00000
"toruński",0,0,0.00000
"toruńskie",0,0,0.00000
"totalitarnie",0,0,0.00000
"totalitarny",0,0,0.00000
"totalitaryzm",0,0,0.00000
"toteż",0,0,0.00000
"tow",0,0,0.00000
"tow.",0,0,0.00000
"towa",0,0,0.00000
"towar",0,0,0.00000
"toward",0,0,0.00000
"towards",0,0,0.00000
"towarowy",0,0,0.00000
"szanowny",0,0,0.00000
"me",0,0,0.00000
"towarzysz",0,0,0.00000
"toż",0,0,0.00000
"tożsamościowy",0,0,0.00000
"szara",0,0,0.00000
"meander",0,0,0.00000
"first",0,0,0.00000
"tożsamy",0,0,0.00000
"tpb",0,0,0.00000
"tpow",0,0,0.00000
"tpp",0,0,0.00000
"tppl",0,0,0.00000
"tra",0,0,0.00000
"tracić",0,0,0.00000
"tracz",0,0,0.00000
"traczowa",0,0,0.00000
"szarość",0,0,0.00000
"szaro",0,0,0.00000
"tradycyjnie",0,0,0.00000
"traf",0,0,0.00000
"trafiać",0,0,0.00000
"trafiałem",0,0,0.00000
"trafiliśmy",0,0,0.00000
"szata",0,0,0.00000
"mecenas",0,0,0.00000
"fiszka",0,0,0.00000
"community-led",0,0,0.00000
"belliculum",0,0,0.00000
"archivist",0,0,0.00000
"trafiłoby",0,0,0.00000
"trafnie",0,0,0.00000
"trafność",0,0,0.00000
"trafny",0,0,0.00000
"tragedia",0,0,0.00000
"tragiczny",0,0,0.00000
"tragizować",0,0,0.00000
"trakcie",0,0,0.00000
"trakt",0,0,0.00000
"traktat",0,0,0.00000
"traktor",0,0,0.00000
"tralnie",0,0,0.00000
"trammer",0,0,0.00000
"trampolina",0,0,0.00000
"tramwajowy",0,0,0.00000
"transdyscyplinarnego",0,0,0.00000
"transdyscyplinarność",0,0,0.00000
"transfer",0,0,0.00000
"transformacyjny",0,0,0.00000
"transfuzja",0,0,0.00000
"transgender",0,0,0.00000
"transgendered",0,0,0.00000
"transgenderyczna",0,0,0.00000
"transgenderyczne",0,0,0.00000
"transgeneracyjnej",0,0,0.00000
"transgraniczny",0,0,0.00000
"transkrybować",0,0,0.00000
"szatnia",0,0,0.00000
"transmisja",0,0,0.00000
"transmitować",0,0,0.00000
"transparent",0,0,0.00000
"transparentność",0,0,0.00000
"transparentny",0,0,0.00000
"transport",0,0,0.00000
"transportować",0,0,0.00000
"szawy",0,0,0.00000
"mecenat",0,0,0.00000
"transseksualny",0,0,0.00000
"transsexual",0,0,0.00000
"transumpt",0,0,0.00000
"trapasza",0,0,0.00000
"trapić",0,0,0.00000
"trauma",0,0,0.00000
"szczebel",0,0,0.00000
"trawers",0,0,0.00000
"trawiński",0,0,0.00000
"trawnik",0,0,0.00000
"szczecin",0,0,0.00000
"mechaniczno-elektryczne",0,0,0.00000
"five",0,0,0.00000
"trends",0,0,0.00000
"trening",0,0,0.00000
"trepczyńskiego",0,0,0.00000
"tresa",0,0,0.00000
"treści",0,0,0.00000
"szczecinek",0,0,0.00000
"szczeciński",0,0,0.00000
"mechaniczny",0,0,0.00000
"triangulacja",0,0,0.00000
"triathlon",0,0,0.00000
"trick",0,0,0.00000
"triumfalny",0,0,0.00000
"trochę",0,0,0.00000
"trofiejne",0,0,0.00000
"trofiejny",0,0,0.00000
"szczeg",0,0,0.00000
"trojańczyk",0,0,0.00000
"szczegoly",0,0,0.00000
"mechanizm",0,0,0.00000
"fizjologia",0,0,0.00000
"community_archives_case_study",0,0,0.00000
"trop",0,0,0.00000
"troszczyć",0,0,0.00000
"trosze",0,0,0.00000
"trotuar",0,0,0.00000
"truda",0,0,0.00000
"trudno",0,0,0.00000
"trudność",0,0,0.00000
"szczególnie",0,0,0.00000
"trust",0,0,0.00000
"trusts",0,0,0.00000
"szczególność",0,0,0.00000
"mecz",0,0,0.00000
"trwanie",0,0,0.00000
"medal",0,0,0.00000
"fizycznie",0,0,0.00000
"trwała",0,0,0.00000
"trwałość",0,0,0.00000
"tryb",0,0,0.00000
"tryba",0,0,0.00000
"trybalski",0,0,0.00000
"trybunalski",0,0,0.00000
"tryptyk",0,0,0.00000
"trywialny",0,0,0.00000
"trzebiatów",0,0,0.00000
"trzebinia",0,0,0.00000
"trzebinia.archiwa.org",0,0,0.00000
"trzeci",0,0,0.00000
"szczegółowo",0,0,0.00000
"trzeźwościowy",0,0,0.00000
"trznadel",0,0,0.00000
"trzon",0,0,0.00000
"szczegółowość",0,0,0.00000
"media",0,0,0.00000
"trzycyfrowy",0,0,0.00000
"trzyczęściowy",0,0,0.00000
"trzydniowy",0,0,0.00000
"trzydziestoletni",0,0,0.00000
"trzydziesty",0,0,0.00000
"trzydzieści",0,0,0.00000
"trzykondygnacyjny",0,0,0.00000
"trzykrotnie",0,0,0.00000
"trzykrotny",0,0,0.00000
"trzyletni",0,0,0.00000
"trzymać",0,0,0.00000
"trzynasta",0,0,0.00000
"trzynaście",0,0,0.00000
"szczekać",0,0,0.00000
"medialny",0,0,0.00000
"fizyczność",0,0,0.00000
"community_archives_case_study_cambridgeshire",0,0,0.00000
"below",0,0,0.00000
"trzysta",0,0,0.00000
"trzystopniowy",0,0,0.00000
"trójczłonowy",0,0,0.00000
"trójka",0,0,0.00000
"trójmiasto",0,0,0.00000
"trójpodział",0,0,0.00000
"trójwymiarowy",0,0,0.00000
"trąbka",0,0,0.00000
"trębacki",0,0,0.00000
"tschamera",0,0,0.00000
"tschammera",0,0,0.00000
"tualnych",0,0,0.00000
"tub",0,0,0.00000
"tuba",0,0,0.00000
"tubylec",0,0,0.00000
"tubylotustalo.pl",0,0,0.00000
"tubylotustalo@gmail.com",0,0,0.00000
"tuchola",0,0,0.00000
"tucholski",0,0,0.00000
"tucznej",0,0,0.00000
"tuliszkowski",0,0,0.00000
"tumblr",0,0,0.00000
"tumski",0,0,0.00000
"tunelowy",0,0,0.00000
"tunezja",0,0,0.00000
"tunguz",0,0,0.00000
"turbine",0,0,0.00000
"turczyniak",0,0,0.00000
"turecki",0,0,0.00000
"turek",0,0,0.00000
"turek.net.pl",0,0,0.00000
"szczelnie",0,0,0.00000
"szczelina",0,0,0.00000
"turns",0,0,0.00000
"turysta",0,0,0.00000
"turystycznie",0,0,0.00000
"turystyczno-kulturowe",0,0,0.00000
"turystyczny",0,0,0.00000
"turystyka",0,0,0.00000
"tusk",0,0,0.00000
"tusz",0,0,0.00000
"tuszowy",0,0,0.00000
"tuszyńska",0,0,0.00000
"tuszyński",0,0,0.00000
"szczepatrz",0,0,0.00000
"szczepienie",0,0,0.00000
"mediapanel",0,0,0.00000
"fizyczny",0,0,0.00000
"tutoriali",0,0,0.00000
"tuwim",0,0,0.00000
"tułaczka",0,0,0.00000
"tvn",0,0,0.00000
"tvn24",0,0,0.00000
"tvp",0,0,0.00000
"tvp3",0,0,0.00000
"twardy",0,0,0.00000
"twarz",0,0,0.00000
"tweety",0,0,0.00000
"tweetów",0,0,0.00000
"twer",0,0,0.00000
"twierdzenie",0,0,0.00000
"szczerość",0,0,0.00000
"szczery",0,0,0.00000
"mediated",0,0,0.00000
"twittera",0,0,0.00000
"szczotkarka",0,0,0.00000
"szczerze",0,0,0.00000
"fizykochemiczny",0,0,0.00000
"community_archives_case_study_eastside_ch_final_may_07_rev",0,0,0.00000
"twitterze",0,0,0.00000
"two",0,0,0.00000
"two-spirit",0,0,0.00000
"two-spirited",0,0,0.00000
"tworzenie",0,0,0.00000
"tworzone",0,0,0.00000
"tworzydło",0,0,0.00000
"tworzywo",0,0,0.00000
"szczygielska",0,0,0.00000
"tworząca",0,0,0.00000
"twój",0,0,0.00000
"twór",0,0,0.00000
"szczygielski",0,0,0.00000
"twórczo",0,0,0.00000
"twórczość",0,0,0.00000
"szczypiński",0,0,0.00000
"mediawiki",0,0,0.00000
"fią",0,0,0.00000
"twórczyni",0,0,0.00000
"ty",0,0,0.00000
"tychy",0,0,0.00000
"tychże130",0,0,0.00000
"tyczny",0,0,0.00000
"tyczyn",0,0,0.00000
"tydzień",0,0,0.00000
"tyfikację",0,0,0.00000
"tygodnik",0,0,0.00000
"tygodniowy",0,0,0.00000
"tyka",0,0,0.00000
"tyleż",0,0,0.00000
"szczytny",0,0,0.00000
"medieval",0,0,0.00000
"tym",0,0,0.00000
"tymbark",0,0,0.00000
"tymczasem",0,0,0.00000
"tymczasowo",0,0,0.00000
"tymczasowy",0,0,0.00000
"tymonowiczów",0,0,0.00000
"tynk",0,0,0.00000
"type",0,0,0.00000
"typologia",0,0,0.00000
"szczątkowo",0,0,0.00000
"typowy",0,0,0.00000
"typów43",0,0,0.00000
"szczątkowy",0,0,0.00000
"mediolan",0,0,0.00000
"fiń",0,0,0.00000
"community_archives_case_study_my_brighton___",0,0,0.00000
"bemowo",0,0,0.00000
"archivistica",0,0,0.00000
"aliaksandr",0,0,0.00000
"agaton",0,0,0.00000
"activities",0,0,0.00000
"abstrahować",0,0,0.00000
"tysiac",0,0,0.00000
"tysiące",0,0,0.00000
"tysiąclecie",0,0,0.00000
"tyski",0,0,0.00000
"tyskich",0,0,0.00000
"tytoniowy",0,0,0.00000
"tytule14",0,0,0.00000
"tytułować",0,0,0.00000
"tytułowy",0,0,0.00000
"tył",0,0,0.00000
"tzg",0,0,0.00000
"tzn.",0,0,0.00000
"tęcza",0,0,0.00000
"tępn",0,0,0.00000
"tęsknota",0,0,0.00000
"tętnić",0,0,0.00000
"tło",0,0,0.00000
"tłoczno",0,0,0.00000
"tłuc",0,0,0.00000
"tłum",0,0,0.00000
"tłumacz",0,0,0.00000
"tłumaczenie",0,0,0.00000
"tłumaczka",0,0,0.00000
"tłumaczyłam",0,0,0.00000
"tłumić",0,0,0.00000
"u.",0,0,0.00000
"u1",0,0,0.00000
"uact",0,0,0.00000
"uaktualniać",0,0,0.00000
"uaktualnić",0,0,0.00000
"uaktywnić",0,0,0.00000
"uam",0,0,0.00000
"ub",0,0,0.00000
"ubarwiać",0,0,0.00000
"ubezpieczać",0,0,0.00000
"ubezpieczeniowo-społeczna",0,0,0.00000
"ubezpieczeniowy",0,0,0.00000
"ubezwłasnowolnić",0,0,0.00000
"ubiegać",0,0,0.00000
"ubiegły",0,0,0.00000
"ubieraliśmy",0,0,0.00000
"ubiór",0,0,0.00000
"szczęśliwie",0,0,0.00000
"medioteki",0,0,0.00000
"ubocze",0,0,0.00000
"uboczne48",0,0,0.00000
"uboczny",0,0,0.00000
"ubogi",0,0,0.00000
"ubranie",0,0,0.00000
"ubrać",0,0,0.00000
"ubytek",0,0,0.00000
"ubywać",0,0,0.00000
"uccsyry23kvfdtycxxtxmpiw",0,0,0.00000
"ucho",0,0,0.00000
"szczęśliwy",0,0,0.00000
"mediowa",0,0,0.00000
"fiński",0,0,0.00000
"uchodźca",0,0,0.00000
"uchodźctwie",0,0,0.00000
"uchodźczyni",0,0,0.00000
"uchodźstwo",0,0,0.00000
"uchronić",0,0,0.00000
"uchwalać",0,0,0.00000
"uchwalić",0,0,0.00000
"uchwała",0,0,0.00000
"uchwytny",0,0,0.00000
"uchybienie",0,0,0.00000
"szefowa",0,0,0.00000
"szef",0,0,0.00000
"uciec",0,0,0.00000
"ucieczka",0,0,0.00000
"uciekinier",0,0,0.00000
"ucieleśnienie",0,0,0.00000
"ucieleśnić",0,0,0.00000
"uciemiężyć",0,0,0.00000
"ucierpieć",0,0,0.00000
"ucieszyliśmy",0,0,0.00000
"ucisk",0,0,0.00000
"uciskać",0,0,0.00000
"uciąć",0,0,0.00000
"uciążliwy",0,0,0.00000
"ucl_community_archives_",0,0,0.00000
"ucl_community_archives_report_-_summary",0,0,0.00000
"ucla",0,0,0.00000
"uczciwy",0,0,0.00000
"uczcić",0,0,0.00000
"szeliga",0,0,0.00000
"uczennica",0,0,0.00000
"uczesać",0,0,0.00000
"szelong",0,0,0.00000
"medycyna",0,0,0.00000
"fjordane",0,0,0.00000
"community_archives_case_study_northants_bhp___a_final",0,0,0.00000
"uczestniczyłem",0,0,0.00000
"szemrać",0,0,0.00000
"szenia",0,0,0.00000
"medyczny",0,0,0.00000
"uczestników_czki",0,0,0.00000
"uczeń",0,0,0.00000
"uczniowski",0,0,0.00000
"uczona",0,0,0.00000
"uczono63",0,0,0.00000
"uczony",0,0,0.00000
"uczucie",0,0,0.00000
"uczuciowy",0,0,0.00000
"uczyliśmy",0,0,0.00000
"uczynić",0,0,0.00000
"uczyć",0,0,0.00000
"szeregi",0,0,0.00000
"medyka",0,0,0.00000
"fk",0,0,0.00000
"uczęszczać",0,0,0.00000
"udany",0,0,0.00000
"udawać",0,0,0.00000
"udałem",0,0,0.00000
"udałoby",0,0,0.00000
"uderzać",0,0,0.00000
"uderzenie",0,0,0.00000
"udjphqw6xelhnw",0,0,0.00000
"udjphqwlqzhqwdu",0,0,0.00000
"udjphqwnodwnlslhuvlrzhmqdjlhmnrelhw",0,0,0.00000
"udjphqwsu",0,0,0.00000
"udjphqwsudfrzqlgljlwdol",0,0,0.00000
"udmrzhm",0,0,0.00000
"udogodnienie",0,0,0.00000
"udokumentowane",0,0,0.00000
"szeregowiec",0,0,0.00000
"szeregowy",0,0,0.00000
"meets",0,0,0.00000
"udostepniło",0,0,0.00000
"udostępnia",0,0,0.00000
"meglickiej",0,0,0.00000
"fk2zlgrf",0,0,0.00000
"community_archives_case_study_the_ark_",0,0,0.00000
"bemowska",0,0,0.00000
"udostępniania99",0,0,0.00000
"udostępnianie",0,0,0.00000
"udostępnianie11",0,0,0.00000
"udostępniedostępność",0,0,0.00000
"udostępnienie",0,0,0.00000
"udostępzbiorów",0,0,0.00000
"udotów",0,0,0.00000
"udowadniać",0,0,0.00000
"udowodnić",0,0,0.00000
"udxvhjrsu",0,0,0.00000
"szerzyć",0,0,0.00000
"szesnasty",0,0,0.00000
"meksykański",0,0,0.00000
"udźwiękowić",0,0,0.00000
"ue",0,0,0.00000
"ufać",0,0,0.00000
"ufkhrorjld",0,0,0.00000
"szesnaście",0,0,0.00000
"ufklzdvsrâhf",0,0,0.00000
"ufklzxp",0,0,0.00000
"ufklzxp-dqxv",0,0,0.00000
"ufklzxp0dull",0,0,0.00000
"ufklzxp2srzldgdf",0,0,0.00000
"ufklzxp3rgnrz",0,0,0.00000
"ufklzxp3rpruvnlh2",0,0,0.00000
"szewc",0,0,0.00000
"melbourne",0,0,0.00000
"fkedgdĕqdg",0,0,0.00000
"ufklzxp3râxgqlrzr",0,0,0.00000
"ufklzxp6srâhf",0,0,0.00000
"ufklzxp6wrzdu",0,0,0.00000
"ufklzxp7dghxv",0,0,0.00000
"ufklzxpg",0,0,0.00000
"ufklzxpmdnrhprfmhlgrğzldgf",0,0,0.00000
"ufklzxpå",0,0,0.00000
"szewczenko",0,0,0.00000
"uformować",0,0,0.00000
"ufundować",0,0,0.00000
"ugościć",0,0,0.00000
"szewczyk",0,0,0.00000
"meldunek",0,0,0.00000
"ugruntować",0,0,0.00000
"ugrupowanie",0,0,0.00000
"uh",0,0,0.00000
"uhfwr",0,0,0.00000
"uhm",0,0,0.00000
"uhnodpxmćf",0,0,0.00000
"uhonorować",0,0,0.00000
"uhzqldn",0,0,0.00000
"sześcioletni",0,0,0.00000
"uirw0",0,0,0.00000
"uirw0djgdohqd",0,0,0.00000
"sześć",0,0,0.00000
"meldunkowy",0,0,0.00000
"fkf",0,0,0.00000
"community_archives_case_study_the_ark_youth__",0,0,0.00000
"uj.edu.pl",0,0,0.00000
"ujawniać",0,0,0.00000
"ujemny",0,0,0.00000
"sześćdziesiąty",0,0,0.00000
"ujrzeć",0,0,0.00000
"sześćset",0,0,0.00000
"melinex",0,0,0.00000
"ujęcie",0,0,0.00000
"uk",0,0,0.00000
"ukaz",0,0,0.00000
"sziling",0,0,0.00000
"ukazywać",0,0,0.00000
"uken",0,0,0.00000
"ukierunkować",0,0,0.00000
"ukierunkowywać",0,0,0.00000
"ukochany",0,0,0.00000
"ukonstytuować",0,0,0.00000
"ukorzenianie",0,0,0.00000
"ukorzeniać",0,0,0.00000
"ukorzenieni",0,0,0.00000
"ukorzeniony",0,0,0.00000
"ukorzenić",0,0,0.00000
"ukończyć",0,0,0.00000
"ukończyłam",0,0,0.00000
"ukośnik",0,0,0.00000
"ukr",0,0,0.00000
"szkalować",0,0,0.00000
"melinexu",0,0,0.00000
"fkfldáe",0,0,0.00000
"ukrainian",0,0,0.00000
"ukrainiec",0,0,0.00000
"ukrainoznastwa",0,0,0.00000
"ukrainoznawcze",0,0,0.00000
"ukrainoznawczego",0,0,0.00000
"ukrainoznawczej",0,0,0.00000
"ukrainoznawczy",0,0,0.00000
"ukrainoznawczych",0,0,0.00000
"ukrainoznawczymi",0,0,0.00000
"ukrainoznawczą",0,0,0.00000
"ukrainoznawstwa",0,0,0.00000
"ukrainoznawstwo",0,0,0.00000
"ukryte",0,0,0.00000
"ukrywać",0,0,0.00000
"ukrzywdzić",0,0,0.00000
"ukształtować",0,0,0.00000
"szkic",0,0,0.00000
"układać",0,0,0.00000
"ukłon",0,0,0.00000
"szkielet",0,0,0.00000
"melissa",0,0,0.00000
"ulanów",0,0,0.00000
"ulec",0,0,0.00000
"ulepszać",0,0,0.00000
"ulepszenie",0,0,0.00000
"ulewa",0,0,0.00000
"ulga",0,0,0.00000
"ulgowy",0,0,0.00000
"ulica",0,0,0.00000
"uliczka",0,0,0.00000
"uliczny",0,0,0.00000
"ulinowicz",0,0,0.00000
"ulmowi",0,0,0.00000
"ulmów",0,0,0.00000
"szklanenegatywy.pl",0,0,0.00000
"ulotka",0,0,0.00000
"ulotność",0,0,0.00000
"szklanepozytywy.pl",0,0,0.00000
"meller",0,0,0.00000
"fkiudjphqwyzz",0,0,0.00000
"community_archives_case_study_wise_archive",0,0,0.00000
"bender",0,0,0.00000
"archivists",0,0,0.00000
"ultra",0,0,0.00000
"ulwa",0,0,0.00000
"um",0,0,0.00000
"umacniać",0,0,0.00000
"umarły",0,0,0.00000
"umawialiśmy",0,0,0.00000
"umawiać",0,0,0.00000
"umcs.lublin.pl",0,0,0.00000
"umcs.pl",0,0,0.00000
"umcs2",0,0,0.00000
"umiarkowana",0,0,0.00000
"umiarkowany",0,0,0.00000
