"website","http_status","date_checked"
"http://www.zamekwisnicz.pl/muzeum-ziemi-wisnickiej",404,2024-03-31
"http://www.muzeumcukrownictwa.pl",200,2024-03-31
"http://www.browarlwowek.pl/browar/muzeum-browarnictwa.html",403,2024-03-31
"https://www.browarlwowek.pl/muzeum-browarnictwa.html",403,2024-03-31
"http://muzeum-gwizdka.pl",NA,2024-03-31
"http://www.wiatrakmuzeum.rydzyna.pl",200,2024-03-31
"http://www.zabytkowe-wiatraki.pl",200,2024-03-31
"https://www.mnkd.pl/",200,2024-03-31
"http://www.peda-muzeum.org",200,2024-03-31
"http://www.motoretro.org.pl/",200,2024-03-31
"http://www.mzuj.uj.edu.pl/cep.html",NA,2024-03-31
"http://www.grodpobiedziska.pl/",200,2024-03-31
"http://www.militariacieszyn.pl/index.php?option=com_content&view=article&id=112&Itemid=123",200,2024-03-31
"http://www.muzeumbombki.pl",200,2024-03-31
"https://www.domektkaczki.pl/",200,2024-03-31
"http://lubliniec.pl/muzeum-edyty-stein",200,2024-03-31
"http://www.uslugihotelowe17.pl/muzeum",200,2024-03-31
"http://www.muzeumgeodezji.pl",NA,2024-03-31
"http://www.prosat.net.pl/~hadyniak/turew/",404,2024-03-31
"http://www.muzeumgorzelnictwa.pl",NA,2024-03-31
"http://www.muzeumkomputerow.edu.pl",200,2024-03-31
"http://mhe-elk.pl/",200,2024-03-31
"http://www.muzeum.andrychow.pl",200,2024-03-31
"http://muzeumpamiatka.pl",200,2024-03-31
"http://muzeum-hutnictwa.pl/",200,2024-03-31
"http://muzeumindian.pl",200,2024-03-31
"http://book.art.pl/",200,2024-03-31
"http://www.muzeum.jaw.pl",200,2024-03-31
"http://www.muzeummyslowic.pl",200,2024-03-31
"http://www.mmdz.pl",200,2024-03-31
"http://www.muzeum.raciborz.pl/",NA,2024-03-31
"https://muzeum.zory.pl",200,2024-03-31
"http://www.muzeum-zywiec.pl",200,2024-03-31
"http://www.militariaanhol.pl/",NA,2024-03-31
"http://muzeummlynarstwa.pl",200,2024-03-31
"http://www.ojcowskiparknarodowy.pl/main/muzeum.html",200,2024-03-31
"http://www.muzeumprl-u.pl",200,2024-03-31
"http://www.pacowa-chata.pl",200,2024-03-31
"http://muzeum.lisowice.com/",200,2024-03-31
"http://www.muzeum.sacz.pl/50,23,Muzeum_Pieninskie_im__J__Szalaya_w_Szlachtowej.htm",404,2024-03-31
"http://www.muzeum.nowytarg.pl/",NA,2024-03-31
"http://www.pk.edu.pl/index.php?option=com_content&task=view&id=69&Itemid=180",200,2024-03-31
"http://www.muzeumpiosenki.pl/",200,2024-03-31
"http://www.bdpn.pl/index.php?option=com_content&task=view&id=97&Itemid=106&limit=1&limitstart=0",200,2024-03-31
"http://www.isez.pan.krakow.pl/muzeum.html",200,2024-03-31
"https://tpn.pl/poznaj/wystawy-1/poznaj/wystawy-14",200,2024-03-31
"http://www.wielkopolskipn.pl/index.php/park/kategoria/pl/wpn-MUZEUM/77",404,2024-03-31
"http://www.swietokrzyskipn.org.pl/edukacja/muzeum/",200,2024-03-31
"http://www.muzeumknieja.pl/",200,2024-03-31
"http://www.muzeum-szreniawa.pl/?q=pl/node/15",200,2024-03-31
"https://lck.libiaz.pl/libiaz/kpl/",404,2024-03-31
"http://www.muzeum.praszka.pl",200,2024-03-31
"http://www.muzeum-saturn.czeladz.pl",200,2024-03-31
"http://muzeumkrobia.pl",200,2024-03-31
"http://www.chatawalonska.pl/strona,161.html",403,2024-03-31
"http://www.muzeumtkactwa.pl",403,2024-03-31
"http://barania-gora.cotg.pttk.pl/",200,2024-03-31
"http://www.muzeum.leszno.pl/strona_PL/",200,2024-03-31
"http://www.muzeum.leszno.pl/strona_PL/",200,2024-03-31
"http://cepl.sggw.pl/muzeum/",NA,2024-03-31
"http://www.kleeberczycy.pl/",200,2024-03-31
"http://www.walpomorski.pl",200,2024-03-31
"http://www.muzeum-drozdowo.pl/",200,2024-03-31
"https://muzeum.boleslawiec.pl/",200,2024-03-31
"https://muzeum.boleslawiec.pl/",200,2024-03-31
"http://www.schron.szczecin.pl",200,2024-03-31
"http://www.geopark-kielce.pl/",200,2024-03-31
"http://www.szklanydom.maslow.pl/",200,2024-03-31
"http://www.kudowa.pl/pl/atrakcje/skansen",404,2024-03-31
"http://ekocentrum.pngs.com.pl",200,2024-03-31
"http://muzeum_zaby.republika.pl",404,2024-03-31
"http://www.owidz.pl/",200,2024-03-31
"http://grunwald.warmia.mazury.pl/",NA,2024-03-31
"http://www.okl.lasy.gov.pl/",200,2024-03-31
"http://www.muzeumczartoryskich.pulawy.pl",200,2024-03-31
"http://muzeumwsi.wojaszowka.pl/",200,2024-03-31
"http://www.domekzeromskiego.pl/",200,2024-03-31
"http://www.mp.umk.pl/",NA,2024-03-31
"http://www.redbor.pl/",200,2024-03-31
"http://www.agatesworld.eu/",NA,2024-03-31
"http://www.sokolowskiminerals.com.pl/pl/content/9-muzeum-mineralow-kudowa-zdroj",404,2024-03-31
"http://www.myczkowce.org.pl/index.php?option=com_content&task=view&id=35&Itemid=54",404,2024-03-31
"http://www.myczkowce.org.pl/index.php?option=com_content&task=view&id=35&Itemid=54",404,2024-03-31
"http://www.zlotagora.com/pl",404,2024-03-31
"http://www.ompio.pl",200,2024-03-31
"http://www.mikroskala.eu/",200,2024-03-31
"http://www.miniaturyolszowa.pl/",NA,2024-03-31
"http://www.muzeumbialystok.com.pl/",NA,2024-03-31
"http://muzeum.slonsk.pl/",200,2024-03-31
"http://www.baltyckiparkminiatur.pl/",200,2024-03-31
"http://spiskakraina.pl/pl/",403,2024-03-31
"http://park-miniatur.com.pl/",200,2024-03-31
"http://muzeumzarki.pl/",200,2024-03-31
"http://www.gebiczyn.org/node/80",404,2024-03-31
"http://www.dobrzyca-muzeum.pl/",200,2024-03-31
"http://bazylikastw.pl/muzeum-jana-pawla-ii/",200,2024-03-31
"http://www.muzeumgitary.pl/",200,2024-03-31
"http://www.ecpip.pl/",200,2024-03-31
"http://www.muzeumpiasnickie.pl",200,2024-03-31
"http://www.colbergiensis.pl/",200,2024-03-31
"http://muzeummotoryzacjiprl.pl/",200,2024-03-31
"http://www.skansen-markowa.pl",200,2024-03-31
"http://spichlerzpolskiegorocka.pl/",200,2024-03-31
"http://mhprl.pl/sandomierz.html",404,2024-03-31
"http://mhprl.pl/piaseczno/",200,2024-03-31
"http://festung.org/optyn.php",404,2024-03-31
"http://www.muzeumdomkow.pl/",200,2024-03-31
"http://muzeumsienkiewicza.eu/",200,2024-03-31
"http://www.hel.ug.edu.pl/aktu/dom_morswina_zaprasza.html",NA,2024-03-31
"http://weglew.pl",NA,2024-03-31
"http://muzeum-zamojskie.pl/",403,2024-03-31
"http://www.dulag121.pl",200,2024-03-31
"http://www.muzeum.cieszyn.org.pl",403,2024-03-31
"http://www.kaszubskiparkminiatur.pl/",200,2024-03-31
"http://www.muzeum.elblag.pl",200,2024-03-31
"http://www.muzeumwisla.muzeumcieszyn.pl/",200,2024-03-31
"http://www.juraparkkrasiejow.pl/index.php",200,2024-03-31
"http://scwis.pl/",200,2024-03-31
"http://www.krzywawieza.eu",200,2024-03-31
"http://muzeumluzyckie.pl",200,2024-03-31
"http://www.muzeumzary.pl",200,2024-03-31
"http://www.muzeum-zlotow.pl",200,2024-03-31
"http://www.muzeum-zabawek.pl",NA,2024-03-31
"http://muzeum-zamek.pl",200,2024-03-31
"http://www.gokczyzew.pl/",200,2024-03-31
"http://www.muzeum.sejny.pl/",200,2024-03-31
"http://www.chatawalonska.pl",403,2024-03-31
"http://www.muzeum.kluczbork.pl/",200,2024-03-31
"http://www.muzeum.bochnia.pl",NA,2024-03-31
"http://www.muzeum.nysa.pl",200,2024-03-31
"http://www.muzeumslusarstwa.pl",200,2024-03-31
"http://www.centrumpozarnicze.pl",200,2024-03-31
"http://muzeum.ustrzykigorne.pttk.pl/",404,2024-03-31
"http://muzeum.ostroleka.pl/",200,2024-03-31
"http://parkhistorycznyblizna.pl/",200,2024-03-31
"https://www.muzeum-cieplice.pl/",200,2024-03-31
"http://www.muzeum.com.pl/component/option,com_frontpage/Itemid,1/lang,polish/",404,2024-03-31
"https://muzeumetnograficzne.pl",200,2024-03-31
"http://chatakawuloka.eu",403,2024-03-31
"https://muzeumkrakowa.pl/oddzialy/palac-krzysztofory",200,2024-03-31
"https://muzeumkrakowa.pl/en/branches/krzysztofory-palace",200,2024-03-31
"http://muzeum.uni.wroc.pl/",200,2024-03-31
"http://muzeum.uni.wroc.pl/",200,2024-03-31
"http://muzeum.uni.wroc.pl/muzeum/",200,2024-03-31
"http://muzeum.uni.wroc.pl/muzeum/",200,2024-03-31
"http://muzeum.uni.wroc.pl/",200,2024-03-31
"http://muzeum.uni.wroc.pl/",200,2024-03-31
"http://muzeum.uni.wroc.pl/muzeum/",200,2024-03-31
"http://muzeum.uni.wroc.pl/muzeum/",200,2024-03-31
"https://www.cpnbp.pl",200,2024-03-31
"http://muzeumciechanow.pl/",200,2024-03-31
"https://muzeumtreblinka.eu/",200,2024-03-31
"http://www.mhmg.gda.pl",NA,2024-03-31
"http://www.mhmg.gda.pl",NA,2024-03-31
"http://www.celestynow.warszawa.lasy.gov.pl/",200,2024-03-31
"http://wroclaw.kolejkowo.pl/",404,2024-03-31
"https://ordynariat.muzeumwarszawy.pl/",500,2024-03-31
"http://www.helmuzeum.pl/",200,2024-03-31
"http://www.karmelitanki.pl/domgeneralny/muzeum/",200,2024-03-31
"https://muzeum.archwarmia.pl/",200,2024-03-31
"http://mnki.pl/sienkiewicz/",200,2024-03-31
"http://chatakawuloka.eu/",403,2024-03-31
"http://www.schron.webfabryka.pl/",NA,2024-03-31
"http://www.wmn.poznan.pl",200,2024-03-31
"http://www.etnomuzeum.pl",200,2024-03-31
"http://www.cogiteon.pl",200,2024-03-31
"http://www.muzeum.jaworze.pl",200,2024-03-31
"https://zajezdnia.org/",NA,2024-03-31
"http://www.antropo.uni.wroc.pl/muzeum_czlowieka/",404,2024-03-31
"http://www.frombork.art.pl/",200,2024-03-31
"http://katedra.radom.pl/muzeum-katedralne/",200,2024-03-31
"http://muzeum.frombork.pl",200,2024-03-31
"http://muzeumslowianskie.pl/",200,2024-03-31
"http://gikme.pl",200,2024-03-31
"http://www.muzeumgiervideo.pl/",200,2024-03-31
"https://muzeum-ziemi-braniewskiej.business.site/",200,2024-03-31
"http://www.mck-bydgoszcz.pl/?p=placowki&id=5",200,2024-03-31
"http://www.micet.pl//",200,2024-03-31
"http://www.muzeumminiaturowejsztukiprofesjonalnejhenrykjandominiak.eu",200,2024-03-31
"https://muzeumminiaturowejsztukiprofesjonalnejhenrykjandominiak.eu/wp/usa/",200,2024-03-31
"http://www.torun-plaza.pl/pl/aktualnosci/muzeum-sportu-zuzlowego-speedway-nostalgia.html",404,2024-03-31
"http://www.muzeum.ketrzyn.pl/",200,2024-03-31
"http://muzeumbytow.pl/plotowo/",200,2024-03-31
"http://www.muzeum.susiec.pl",200,2024-03-31
"http://www.etnomuzeum.pl",200,2024-03-31
"http://www.belzec.eu/pl",NA,2024-03-31
"http://muzeum-swarzedz.pl/category/aktualnosci/",403,2024-03-31
"https://muzeum.torun.pl/muzeum-historii-torunia-w-domu-eskenow/",200,2024-03-31
"https://muzeum.torun.pl/en/museum-of-far-east-art-in-the-star-house/",200,2024-03-31
"http://muzeum.torun.pl/dom-mikolaja-kopernika/",200,2024-03-31
"http://www.muzeum.wum.edu.pl",200,2024-03-31
"http://www.muzeummotyli.pl/",200,2024-03-31
"https://www.it.zgorzelec.pl/index.php?option=com_content&task=view&id=75&Itemid=41",200,2024-03-31
"http://cal.pionki.pl/izba-regionalna-i-czarna-plyta/",NA,2024-03-31
"http://lidzbark.muzeum.olsztyn.pl/",200,2024-03-31
"http://www.muzeumwodki.pl/",200,2024-03-31
"https://www.karkonoskietajemnice.pl/",200,2024-03-31
"http://www.muzeumpit.pl/",404,2024-03-31
"https://www.domdlugosza.sandomierz.org/",200,2024-03-31
"http://www.muzeumprudnik.pl/muzeum-tresc-7-centrum_tradycji_tkackich.html",200,2024-03-31
"http://www.fotelkatapultowy.pl/",200,2024-03-31
"https://muzeum.elblag.pl/",200,2024-03-31
"https://augustzamoyski.eu/",200,2024-03-31
"https://www.muzeumbadanpolarnych.pl/",200,2024-03-31
"http://www.muzeumostrowiec.pl/",200,2024-03-31
"http://www.muzeum-wegorzewo.pl/",500,2024-03-31
"https://muzeum.pabianice.pl/",200,2024-03-31
"https://muzeum.bierun.pl/",200,2024-03-31
"https://www.muzeum.niepolomice.pl/",200,2024-03-31
"http://www.muzeum.pila.pl/",200,2024-03-31
"https://muzeum.suwalki.pl/",200,2024-03-31
"https://muzeum.kluczkowice.pl/",200,2024-03-31
"https://muzeumstaszica.pl/",200,2024-03-31
"http://muzeum.kostrzyn.pl/de/",200,2024-03-31
"http://muzeum.kostrzyn.pl/pl/",200,2024-03-31
"https://www.muzeumwlewkowie.pl/",200,2024-03-31
"http://www.muzeumleczyca.pl/",200,2024-03-31
"https://muzeum.przeworsk.pl/",200,2024-03-31
"https://muzeum.przeworsk.pl/strona-glowna-gb/",200,2024-03-31
"https://www.muzeumtomaszow.pl/",200,2024-03-31
"https://muzeumblonie.pl/",200,2024-03-31
"http://muzeum.miechow.pl/",200,2024-03-31
"http://muzeumznin.pl/",200,2024-03-31
"https://koszuty.pl/",NA,2024-03-31
"https://oleskiemuzeum.pl/",200,2024-03-31
"https://de.gross-rosen.eu/",200,2024-03-31
"https://en.gross-rosen.eu/",200,2024-03-31
"https://www.gross-rosen.eu/",200,2024-03-31
"http://www.zamek-sandomierz.pl/",200,2024-03-31
"https://www.muzeumpamieci.pl/",200,2024-03-31
"https://www.muzeumpamieci.pl/?lang=en",200,2024-03-31
"https://archimuzeum.pl/",200,2024-03-31
"https://papczynski.pl/muzeum/",200,2024-03-31
"http://www.markowice.eu/aktualnosci.121.muzeum_markowickiego_sanktuarium.html",200,2024-03-31
"https://mbimwl.pl.tl/",200,2024-03-31
"https://2korpus.pl/",200,2024-03-31
"http://zci.zamosc.pl/page/660/muzeum-3-dywizji-piechoty-legionow.html",200,2024-03-31
"http://jazda-historyczna.pl/",200,2024-03-31
"http://www.muzeum.kurpie.com.pl/",200,2024-03-31
"https://www.msjp2.pl/",200,2024-03-31
"https://garnizonrozan.com/",NA,2024-03-31
"https://www.muzeumkowalstwa.pl/",200,2024-03-31
"https://kskwroclaw.pl/dolnoslaskie-spoleczne-muzeum-kolejnictwa/",200,2024-03-31
"https://muzeum.asp.waw.pl/",200,2024-03-31
"http://muzeumbursztynu.kolobrzeg.pl/",200,2024-03-31
"http://modlinmuzeum.pl/",200,2024-03-31
"https://marcepany.pl/",200,2024-03-31
"https://starakopalnia.pl/muzeum-przemyslu-i-techniki/",200,2024-03-31
"https://muzeumsusz.pl/",403,2024-03-31
"http://mswojsk.com/",200,2024-03-31
"https://www.kurtiak-ley.pl/wydawnictwo-artystyczne-kurtiak-ley/introligatorstwo/muzeum-sztuki-ksiazki/",200,2024-03-31
"https://www.cricoteka.pl/pl/muzeum/",200,2024-03-31
"https://muzeumbronipancern.wixsite.com/museum",200,2024-03-31
"http://www.cet.stawymilickie.pl/pl,muzeum,tradycji,rybactwa,68.html",200,2024-03-31
"https://www.pmw.pila.pl/",200,2024-03-31
"https://muzeumdziecipolskich.pl/",200,2024-03-31
"https://muzeumdziecipolskich.pl/de",200,2024-03-31
"https://muzeumdziecipolskich.pl/en",200,2024-03-31
"https://muzeumdziecipolskich.pl/ru",200,2024-03-31
"https://muzeumdziecipolskich.pl/ua",200,2024-03-31
"https://muzeumplock.eu/en/oddzialy/the-vistula-museum-in-wyszogrod/",200,2024-03-31
"https://muzeumplock.eu/oddzialy/muzeum-wisly-w-wyszogrodzie/",200,2024-03-31
"https://zamek.org.pl/",200,2024-03-31
"https://zamekoporow.pl/",200,2024-03-31
"http://liw-zamek.pl/",200,2024-03-31
"http://www.muzeum-miedzyrzecz.pl/",NA,2024-03-31
"https://papiernia.eu/",200,2024-03-31
"http://muzeumbojkow.pl/",200,2024-03-31
"https://muzeum-oreza-polskiego-im-1-brygady-pancernej-im.business.site/",200,2024-03-31
"http://zamek.dobczyce.pl/",200,2024-03-31
"http://zamekkrokowa.pl/de/muzeum/",200,2024-03-31
"http://zamekkrokowa.pl/en/muzeum/",200,2024-03-31
"http://zamekkrokowa.pl/pl/muzeum/",200,2024-03-31
"http://www.muzeumpilzno.pl/",200,2024-03-31
"http://www.muzeumpilzno.pl/museum-en",200,2024-03-31
"http://janwalach.com/",200,2024-03-31
"https://www.mpwik.com.pl/view/spacer-po-zakladzie-centralnym---muzeum",200,2024-03-31
"https://applemuzeumpolska.pl",200,2024-03-31
"http://muzeum.gda.pl",200,2024-03-31
"https://muzeum.ug.edu.pl/",200,2024-03-31
"http://mdlot.pl/",NA,2024-03-31
"http://muzeum.dzialdowo.pl/",200,2024-03-31
"http://muzeum.dzialdowo.pl/",200,2024-03-31
"https://muzeum.torun.pl/muzeum-twierdzy-torun/",200,2024-03-31
"https://www.muzeumobwarzanka.com/",200,2024-03-31
"https://muzeum.miejskie.wroclaw.pl/en/museum/militariow/",200,2024-03-31
"https://muzeum.miejskie.wroclaw.pl/museum/militariow/",200,2024-03-31
"https://muzeum.wloclawek.pl/muzea/muzeum-historii-wloclawka/",200,2024-03-31
"https://muzeum.zwolen.pl/",200,2024-03-31
"http://muzeum.diecezja.wloclawek.pl/",NA,2024-03-31
"http://domlegend.pl/",200,2024-03-31
"https://akzamosc.pl/muzeum/",200,2024-03-31
"https://www.muzeumrakowiecka37.pl/",403,2024-03-31
"https://muzeum-lubin.pl/",200,2024-03-31
"http://projektarado.pl/",200,2024-03-31
"https://csenigma.pl/",200,2024-03-31
"https://muzeumtatrzanskie.pl/filie/muzeum-kornela-makuszynskiego/",200,2024-03-31
"https://muzeumtatrzanskie.pl/filie/muzeum-kornela-makuszynskiego/",200,2024-03-31
"http://muzeumpiotrkow.pl/",200,2024-03-31
"https://www.muzeum-sieradz.com.pl",200,2024-03-31
"http://www.muzeumzary.pl",200,2024-03-31
"http://www.muzeumzary.pl/de/",200,2024-03-31
"http://www.muzeumzary.pl/en/",200,2024-03-31
"https://www.muzeumzamoyskich.pl/",200,2024-03-31
"https://www.zamek-lancut.pl/pl/",200,2024-03-31
"https://www.zamekdarlowo.pl/",200,2024-03-31
"http://muzeumrycerzy.pl/",200,2024-03-31
"https://www.asp.wroc.pl/muzeum",404,2024-03-31
"http://muzeum.stacjanieborow.pl/",200,2024-03-31
"https://www.mnzp.pl/",200,2024-03-31
"https://muzeumtatrzanskie.pl/filie/chalupa-gasienicow-sobczakow/",200,2024-03-31
"https://muzeumakordeonu.com.pl/muzeum/",200,2024-03-31
"https://muzeumdrukarstwa.muzeumwarszawy.pl/",200,2024-03-31
"https://www.mgslodz.pl/",200,2024-03-31
"https://p.lodz.pl/uczelnia/historia-pl/muzeum-pl",200,2024-03-31
"http://stawisko.pl/",200,2024-03-31
"http://stawisko.pl/",200,2024-03-31
"https://bunkry.pl/",200,2024-03-31
"https://muzeumskarbnarodu.pl/",200,2024-03-31
"http://www.zamek.brzeg.pl/",NA,2024-03-31
"http://zamek.brzeg.pl/",200,2024-03-31
"http://dworkossakow.pl/",200,2024-03-31
"http://www.pixelmaniak.pl/",200,2024-03-31
"http://www.muzeumpileckich.pl/",200,2024-03-31
"https://www.1944.pl/celebezpieki.html",200,2024-03-31
"https://www.1944.pl/celebezpieki.html",200,2024-03-31
"https://visiting.europarl.europa.eu/en/visitor-offer/other-locations/europa-experience/warsaw",200,2024-03-31
"http://barania-gora.cotg.pttk.pl/kontakt.html",200,2024-03-31
"http://muzeum.sum.edu.pl/",200,2024-03-31
